Company Name,Stock,Ticker,ESG Risk,ESG Rating
"Nittetsu Mining Co., Ltd.",TKS,1515,Severe ESG Risk,46.2
"Nitto Boseki Co., Ltd.",TKS,3110,Medium ESG Risk,28.7
Nitto Denko Corp.,TKS,6988,Medium ESG Risk,29.1
Nitto Kogyo Corp.,TKS,6651,Medium ESG Risk,24.5
"Nitto Kohki Co., Ltd.",TKS,6151,Medium ESG Risk,24.6
"Nittoc Construction Co., Ltd.",TKS,1929,Severe ESG Risk,44.9
Nivika Fastigheter AB,OME,NIVI.B,Medium ESG Risk,22.2
Nivika Förvaltning AB,-,,Low ESG Risk,14.8
"Nkarta, Inc.",NAS,NKTX,Medium ESG Risk,27.1
"NKMAX Co., Ltd. (South korea)",KRX,182400,High ESG Risk,35.1
NKT A/S,CSE,NKT,Low ESG Risk,15
"NL Industries, Inc.",NYS,NL,Low ESG Risk,12.2
NLC India Ltd.,BOM,513683,Severe ESG Risk,43.8
"nLIGHT, Inc.",NAS,LASR,Low ESG Risk,15.6
NMC Health Plc,-,,Severe ESG Risk,42
NMDC Ltd.,BOM,526371,High ESG Risk,30.8
"NMI Holdings, Inc.",NAS,NMIH,Medium ESG Risk,22.2
NN Group NV,AMS,NN,Low ESG Risk,14.5
NNIT A/S,CSE,NNIT,Low ESG Risk,16.2
Noah Holdings Ltd.,HKG,6686,Medium ESG Risk,24.5
Nobia AB,OME,NOBI,Low ESG Risk,11.4
Noble Corp. (Cayman Islands),-,,Medium ESG Risk,29.3
Noble Corp. Plc,NYS,NE,Medium ESG Risk,27.7
NOCIL Ltd.,BOM,500730,High ESG Risk,34.5
"Noevir Holdings Co., Ltd.",TKS,4928,High ESG Risk,34
NOF Corp.,TKS,4403,Medium ESG Risk,28.5
Nohmi Bosai Ltd.,TKS,6744,Low ESG Risk,15.8
Nojima Corp.,TKS,7419,Low ESG Risk,18.2
NOK Corp.,TKS,7240,High ESG Risk,30
Nokia Oyj,HEL,NOKIA,Low ESG Risk,10.3
Nokian Renkaat Oyj,HEL,TYRES,Low ESG Risk,12.3
Nolato AB,OME,NOLA.B,Medium ESG Risk,23.4
Nomad Foods Ltd.,NYS,NOMD,High ESG Risk,31.1
"NOMURA Co., Ltd.",TKS,9716,Medium ESG Risk,25.1
"Nomura Holdings, Inc.",TKS,8604,Medium ESG Risk,21.2
"Nomura Real Estate Holdings, Inc.",TKS,3231,Low ESG Risk,17.2
"Nomura Real Estate Master Fund, Inc.",TKS,3462,Low ESG Risk,10.6
Nomura Research Institute Ltd.,TKS,4307,Low ESG Risk,15.7
"Nongfu Spring Co., Ltd.",HKG,9633,Medium ESG Risk,25.5
"NongHyup Bank Co., Ltd.",-,,High ESG Risk,31.9
"Nongshim Co., Ltd.",KRX,4370,High ESG Risk,36.9
Noodles & Co.,NAS,NDLS,High ESG Risk,32.9
Norcros Plc,LON,NXR,Medium ESG Risk,26.8
Norddeutsche Landesbank - Girozentrale,-,,High ESG Risk,30.5
Nordea Bank Abp,OME,NDA.SE,Medium ESG Risk,21.7
Nordea Mortgage Bank Plc,-,,Medium ESG Risk,20.3
Nordex SE,ETR,NDX1,Medium ESG Risk,20.1
Nordic American Tankers Ltd.,NYS,NAT,Severe ESG Risk,42.8
Nordic Investment Bank,-,,Negligible ESG Risk,7.2
Nordic Paper Holding AB,OME,NPAPER,Low ESG Risk,18.3
Nordic Semiconductor ASA,OSL,NOD,Low ESG Risk,14.7
Nordic Waterproofing Holding AB,OME,NWG,High ESG Risk,31.1
Nordisk Bergteknik AB,OME,NORB.B,Severe ESG Risk,43.1
Nordnet AB,OME,SAVE,High ESG Risk,31.9
Nordson Corp.,NAS,NDSN,Medium ESG Risk,25.6
"Nordstrom, Inc.",NYS,JWN,Medium ESG Risk,20.6
Norfolk Southern Corp.,NYS,NSC,Medium ESG Risk,23.1
"Noritake Co., Ltd.",TKS,5331,Severe ESG Risk,42.4
"Noritsu Koki Co., Ltd.",TKS,7744,Medium ESG Risk,28.1
Noritz Corp.,TKS,5943,Medium ESG Risk,28.3
NORMA Group SE,ETR,NOEJ,Low ESG Risk,17.3
Norofert SA,BSE,NRF,High ESG Risk,35.8
Norsk Hydro ASA,OSL,NHY,Low ESG Risk,17.3
Norske Skog ASA,OSL,NSKOG,Medium ESG Risk,27.8
"Norstar Holdings, Inc.",TAE,NSTR,Low ESG Risk,14.5
Norte Grande SA,SGO,NORTEGRAN,Severe ESG Risk,40.1
Nortegas Energía Distribución SA,-,,Medium ESG Risk,23
North Battleford Power LP,-,,High ESG Risk,35.8
North British Housing Ltd.,-,,High ESG Risk,34.1
"North Huajin Chemical Industries Co., Ltd.",SHE,59,Severe ESG Risk,53.3
"North Industries Group Red Arrow Co., Ltd.",SHE,519,Medium ESG Risk,24
"North Pacific Bank, Ltd.",TKS,8524,Medium ESG Risk,28.8
North West Electricity Networks (Holdings) Ltd.,-,,High ESG Risk,35.9
"North West Redwater Partnership, Inc.",-,,Medium ESG Risk,28.8
Northam Platinum Holdings Ltd.,JSE,NPH,High ESG Risk,36.7
Northeast Bank (Maine),NAS,NBN,Medium ESG Risk,28.9
"Northeast Securities Co., Ltd.",SHE,686,High ESG Risk,33.4
Northern Gas Networks Ltd.,-,,Medium ESG Risk,29.7
Northern Natural Gas Co.,-,,Severe ESG Risk,41.2
"Northern Oil & Gas, Inc.",NYS,NOG,Severe ESG Risk,62.1
Northern Powergrid (Northeast) Plc,-,,Medium ESG Risk,27.4
Northern Powergrid (Yorkshire) Plc,-,,Severe ESG Risk,44
Northern Region Cement Co.,SAU,3004,Severe ESG Risk,46.7
Northern Star Resources Ltd.,ASX,NST,High ESG Risk,34.8
Northern States Power Co.,-,,Severe ESG Risk,48.3
Northern Trust Corp.,NAS,NTRS,Medium ESG Risk,23.9
"Northfield Bancorp, Inc. (New Jersey)",NAS,NFBK,Medium ESG Risk,29
"Northland Power, Inc.",TSE,NPI,Medium ESG Risk,25.5
Northrop Grumman Corp.,NYS,NOC,Medium ESG Risk,27.5
"Northwell Healthcare, Inc.",-,,Low ESG Risk,18.3
"Northwest Bancshares, Inc. (Pennsylvania)",NAS,NWBI,High ESG Risk,33
NorthWest Healthcare Properties Real Estate Investment Trust,TSE,NWH.UT,Low ESG Risk,18.2
Northwest Natural Holding Co.,NYS,NWN,Medium ESG Risk,23.5
Northwest Pipe Co.,NAS,NWPX,High ESG Risk,32.3
"NorthwestConnect Holdings, Inc.",-,,High ESG Risk,31.3
NorthWestern Corp.,NAS,NWE,High ESG Risk,38.5
Northwestern University,-,,Low ESG Risk,12.9
Norva24 Group AB,OME,NORVA,High ESG Risk,37.8
Norwegian Air Shuttle ASA,OSL,NAS,High ESG Risk,38.8
Norwegian Cruise Line Holdings Ltd.,NYS,NCLH,Medium ESG Risk,26.7
Norwegian Energy Co. ASA,OSL,BNOR,Severe ESG Risk,50.1
NOS SGPS SA,LIS,NOS,Low ESG Risk,14.3
Nostrum Oil & Gas Plc,LON,NOG,Severe ESG Risk,40
Note AB,OME,NOTE,Negligible ESG Risk,7.5
Notting Hill Genesis,-,,Low ESG Risk,13.5
Notting Hill Housing Trust,-,,Low ESG Risk,12.5
"Nouveau Monde Graphite, Inc.",TSX,NOU,Severe ESG Risk,42.1
"Nouvelle Autoroute 30 Financement, Inc.",-,,High ESG Risk,38.7
"NOV, Inc.",NYS,NOV,High ESG Risk,32.1
NOVA Chemicals Corp.,-,,Medium ESG Risk,24.1
NOVA Gas Transmission Ltd.,-,,Medium ESG Risk,29
Nova Ljubljanska Banka d.d.,LJU,NLBR,Low ESG Risk,17.7
Nova Ltd.,NAS,NVMI,Medium ESG Risk,22.3
"Nova Scotia Power, Inc.",-,,High ESG Risk,32.5
"NovaGold Resources, Inc.",TSE,NG,Medium ESG Risk,27.2
"Novant Health, Inc.",-,,High ESG Risk,30.5
"Novanta, Inc.",NAS,NOVT,Low ESG Risk,11.4
Novartis AG,SWX,NOVN,Low ESG Risk,16.8
NOVATEK JSC,MIC,NVTK,Severe ESG Risk,41.8
Novatek Microelectronics Corp.,TAI,3034,Low ESG Risk,17.9
"Novavax, Inc.",NAS,NVAX,High ESG Risk,32.8
Novo Nordisk A/S,CSE,NOVO.B,Medium ESG Risk,24
NovoCure Ltd.,NAS,NVCR,Medium ESG Risk,29.9
Novolipetsk Steel,MIC,NLMK,High ESG Risk,30.5
Novolog (Pharm UP 1966) Ltd.,TAE,NVLG,Medium ESG Risk,20.8
NOVONIX Ltd.,ASX,NVX,High ESG Risk,35.4
Novotek AB,OME,NTEK.B,Medium ESG Risk,20.9
Novozymes A/S,CSE,NZYM.B,Low ESG Risk,16.4
NOW Inc.,NYS,DNOW,Medium ESG Risk,22.5
NP3 Fastigheter AB,OME,NP3,Medium ESG Risk,21.3
"NRG Energy, Inc.",NYS,NRG,High ESG Risk,32
NRW Holdings Ltd.,ASX,NWH,High ESG Risk,33.4
NS Solutions Corp.,TKS,2327,Low ESG Risk,19.5
"NS United Kaiun Kaisha, Ltd.",TKS,9110,Medium ESG Risk,25.8
"NSD Co., Ltd.",TKS,9759,Medium ESG Risk,25.4
"NSFOCUS Technologies Group Co., Ltd.",SHE,300369,Medium ESG Risk,24.6
NSI NV,AMS,NSI,Negligible ESG Risk,9
NSK Ltd.,TKS,6471,Low ESG Risk,16.8
NSTAR Electric Co.,-,,Medium ESG Risk,20.3
NSW Electricity Networks Finance Pty Ltd.,-,,Medium ESG Risk,29.8
NTG Nordic Transport Group A/S,CSE,NTG,Low ESG Risk,17.6
NTN Corp.,TKS,6472,High ESG Risk,34.6
Ntpc Ltd.,BOM,532555,High ESG Risk,37
NTT DATA Corp.,TKS,9613,Low ESG Risk,18.9
NTT UD REIT Investment Corp.,TKS,8956,Low ESG Risk,19.7
Nu Holdings Ltd.,NYS,NU,Medium ESG Risk,25.8
"Nu Skin Enterprises, Inc.",NYS,NUS,Medium ESG Risk,27.7
Nucor Corp.,NYS,NUE,High ESG Risk,30.4
Nueva Elektra Del Milenio SA de CV,-,,Low ESG Risk,16.1
Nufarm Ltd.,ASX,NUF,High ESG Risk,36.1
Nuh Cimento Sanayi AS,IST,NUHCM.E,High ESG Risk,30.2
Nuix Ltd.,ASX,NXL,Low ESG Risk,19.5
Numis Corp. Plc,LON,NUM,High ESG Risk,31.5
"Nuode New Materials Co., Ltd.",SHG,600110,Medium ESG Risk,27.2
"Nurix Therapeutics, Inc.",NAS,NRIX,High ESG Risk,32.3
NuStar Energy LP,NYS,NS,High ESG Risk,37.5
"Nutanix, Inc.",NAS,NTNX,Medium ESG Risk,21.3
"Nutex Health, Inc.",NAS,NUTX,Medium ESG Risk,26
Nutrien Ltd.,TSE,NTR,Medium ESG Risk,28.5
"Nuvalent, Inc.",NAS,NUVL,High ESG Risk,36.6
"NuVasive, Inc.",NAS,NUVA,High ESG Risk,36
"Nuvation Bio, Inc.",NYS,NUVB,High ESG Risk,34.2
Nuveen LLC,-,,Medium ESG Risk,27.7
Nuvei Corp.,TSE,NVEI,Medium ESG Risk,20.5
NuVista Energy Ltd.,TSE,NVA,Severe ESG Risk,45.9
Nuvoco Vistas Corp. Ltd.,BOM,543334,High ESG Risk,36
Nuvoton Technology Corp.,TAI,4919,Medium ESG Risk,26.9
"NV5 Global, Inc.",NAS,NVEE,High ESG Risk,30.2
NVE Corp.,NAS,NVEC,High ESG Risk,30.5
nVent Electric Plc,NYS,NVT,Medium ESG Risk,21.7
NVIDIA Corp.,NAS,NVDA,Low ESG Risk,13.6
"NVR, Inc.",NYS,NVR,Medium ESG Risk,20.3
NWS Holdings Ltd.,HKG,659,Medium ESG Risk,26.7
NX Filtration NV,AMS,NXFIL,Medium ESG Risk,22.4
NXP BV,-,,Low ESG Risk,18.7
NXP Semiconductors NV,NAS,NXPI,Medium ESG Risk,21.2
Nyfosa AB,OME,NYF,Low ESG Risk,17.5
Nykode Therapeutics ASA,OSL,NYKD,Low ESG Risk,19.2
Nykredit Realkredit A/S,-,,Low ESG Risk,13.6
NZX Ltd.,NZE,NZX,Medium ESG Risk,27.9
O-Bank Co. Ltd.,TAI,2897,Negligible ESG Risk,8.7
"O-I Glass, Inc.",NYS,OI,Low ESG Risk,14.1
"O'Reilly Automotive, Inc.",NAS,ORLY,Low ESG Risk,12.1
"Oak Street Health, Inc.",-,,Medium ESG Risk,23.3
Oatly Group AB,NAS,OTLY,High ESG Risk,30.6
"Obara Group, Inc.",TKS,6877,High ESG Risk,32.7
Obayashi Corp.,TKS,1802,High ESG Risk,34.6
ÖBB-Infrastruktur AG,-,,Medium ESG Risk,22.6
Oberbank AG,WBO,OBS,Medium ESG Risk,24.8
Oberoi Realty Ltd.,BOM,533273,Low ESG Risk,17.6
"OBI Pharma, Inc.",ROCO,4174,High ESG Risk,30.1
"OBIC Business Consultants Co., Ltd.",TKS,4733,Medium ESG Risk,21.2
OBIC Co. Ltd.,TKS,4684,Medium ESG Risk,21
Objective Corp. Ltd.,ASX,OCL,Medium ESG Risk,23
Obsidian Energy Ltd.,TSE,OBE,Severe ESG Risk,55.8
OC Oerlikon Corp. AG,SWX,OERL,Medium ESG Risk,20.9
Ocado Group Plc,LON,OCDO,Medium ESG Risk,23.9
Occidental Petroleum Corp.,NYS,OXY,Severe ESG Risk,41.7
Ocean Laurel Co. Ltd.,-,,Medium ESG Risk,26.9
Ocean Wilsons Holdings Ltd.,LON,OCN,Low ESG Risk,18.6
Oceana Group Ltd.,JSE,OCE,High ESG Risk,30.8
OceanaGold Corp.,TSE,OGC,High ESG Risk,33.9
"Oceaneering International, Inc.",NYS,OII,High ESG Risk,34
OceanFirst Financial Corp.,NAS,OCFC,High ESG Risk,35.4
Oceania Healthcare Ltd.,NZE,OCA,Low ESG Risk,19.7
"Oceanwide Holdings Co., Ltd. (Beijing)",SHE,46,High ESG Risk,37.4
"OCI Co., Ltd.",KRX,10060,High ESG Risk,33.3
OCI International Holdings Ltd.,HKG,329,High ESG Risk,35.5
OCI NV,AMS,OCI,Medium ESG Risk,28.5
OCP SA,-,,Medium ESG Risk,23.6
Octagon Healthcare Group Ltd.,-,,High ESG Risk,34.9
"Ocugen, Inc.",NAS,OCGN,Medium ESG Risk,26.2
"Ocular Therapeutix, Inc.",NAS,OCUL,High ESG Risk,35.2
Ocumension Therapeutics,HKG,1477,High ESG Risk,35.2
Ocyan Participações SA,-,,Medium ESG Risk,24.8
"Odakyu Electric Railway Co., Ltd.",TKS,9007,Low ESG Risk,16.9
Odas Elektrik Uretim Sanayi Ticaret AS,IST,ODAS.E,Severe ESG Risk,51.8
Odeabank AS,-,,Medium ESG Risk,23.1
Odfjell Drilling Ltd.,OSL,ODL,Medium ESG Risk,21.4
OdontoPrev SA,BSP,ODPV3,Medium ESG Risk,21.1
"OE Solutions Co., Ltd.",KRX,138080,Medium ESG Risk,24.5
OEM International AB,OME,OEM.B,Low ESG Risk,18.6
Oesterreichische Kontrollbank AG,-,,Negligible ESG Risk,2.9
"Offcn Education Technology Co., Ltd.",SHE,2607,Low ESG Risk,15.2
"Offerpad Solutions, Inc.",NYS,OPAD,Medium ESG Risk,24.8
Office Properties Income Trust,NAS,OPI,Low ESG Risk,17.9
"Offshore Oil Engineering Co., Ltd.",SHG,600583,High ESG Risk,33.9
OFG Bancorp,NYS,OFG,Medium ESG Risk,27.2
"OFILM Group Co., Ltd.",SHE,2456,High ESG Risk,32
OFX Group Ltd.,ASX,OFX,Low ESG Risk,19.3
OGE Energy Corp.,NYS,OGE,High ESG Risk,31.8
Oglethorpe Power Corp.,-,,Severe ESG Risk,40.7
"Ohara, Inc.",TKS,5218,Medium ESG Risk,24.5
OHB SE,ETR,OHB,High ESG Risk,33.5
Ohio Power Co.,-,,Medium ESG Risk,21.7
Ohsho Food Service Corp.,TKS,9936,High ESG Risk,30.5
Oi SA,BSP,OIBR4,Medium ESG Risk,28.2
Oil & Gas Development Co. Ltd.,KAR,OGDC,Severe ESG Risk,47
Oil & Natural Gas Corp. Ltd.,BOM,500312,Severe ESG Risk,52.6
Oil Co. LUKOIL PJSC,MIC,LKOH,High ESG Risk,36.5
Oil India Ltd.,BOM,533106,Severe ESG Risk,47.8
Oil Refineries Ltd.,TAE,ORL,Severe ESG Risk,46.1
"Oil States International, Inc.",NYS,OIS,Medium ESG Risk,26.6
Oiles Corp.,TKS,6282,High ESG Risk,30.9
"Oisix ra daichi, Inc.",TKS,3182,Medium ESG Risk,25.7
"Oita Bank, Ltd.",TKS,8392,High ESG Risk,32.4
Oji Holdings Corp.,TKS,3861,Medium ESG Risk,25.1
"Okabe Co., Ltd.",TKS,5959,High ESG Risk,35.4
"Okamoto Industries, Inc.",TKS,5122,High ESG Risk,32.7
Okamura Corp.,TKS,7994,Negligible ESG Risk,8.9
"Okasan Securities Group, Inc.",TKS,8609,High ESG Risk,39.9
"Oki Electric Industry Co., Ltd.",TKS,6703,Low ESG Risk,13.7
Okinawa Cellular Telephone Co.,TKS,9436,Medium ESG Risk,29.4
"Okinawa Financial Group, Inc.",TKS,7350,High ESG Risk,32.8
"Okta, Inc.",NAS,OKTA,Low ESG Risk,17.7
Okuma Corp.,TKS,6103,High ESG Risk,35.8
Okumura Corp.,TKS,1833,High ESG Risk,39.3
"Okura Industrial Co., Ltd.",TKS,4221,Medium ESG Risk,26.9
"Okuwa Co., Ltd.",TKS,8217,High ESG Risk,33.3
Olam Group Ltd.,SES,VC2,High ESG Risk,39.8
Olam International Ltd.,-,,High ESG Risk,35.8
"Olaplex Holdings, Inc.",NAS,OLPX,High ESG Risk,35
Olav Thon Eiendomsselskap ASA,OSL,OLT,Low ESG Risk,18.2
"Old Dominion Freight Line, Inc.",NAS,ODFL,Low ESG Risk,16.6
Old Mutual Ltd.,JSE,OMU,Medium ESG Risk,27.3
Old National Bancorp,NAS,ONB,Medium ESG Risk,26.1
Old Republic International Corp.,NYS,ORI,Medium ESG Risk,28.5
"Old Second Bancorp, Inc.",NAS,OSBC,Medium ESG Risk,29.8
Olectra Greentech Ltd.,BOM,532439,Medium ESG Risk,26.1
"Olema Pharmaceuticals, Inc.",NAS,OLMA,High ESG Risk,33.8
Oleoducto Central SA,-,,Medium ESG Risk,24.9
Olin Corp.,NYS,OLN,Severe ESG Risk,40.9
"OliX Pharmaceuticals, Inc.",KRX,226950,Severe ESG Risk,40.1
"Ollie's Bargain Outlet Holdings, Inc.",NAS,OLLI,Low ESG Risk,18
"Olo, Inc.",NYS,OLO,Medium ESG Risk,25.3
Olvi Oyj,HEL,OLVAS,Medium ESG Risk,22.8
"Olympic Steel, Inc.",NAS,ZEUS,Severe ESG Risk,40.7
Olympus Corp.,TKS,7733,Medium ESG Risk,26.3
OM Holdings Ltd.,ASX,OMH,Severe ESG Risk,42.7
Oma Säästöpankki Oyj,HEL,OMASP,High ESG Risk,31.2
Oman Telecommunications Co.,MUS,OTEL,High ESG Risk,33.8
Omega Energia SA,BSP,MEGA3,Medium ESG Risk,21.3
"Omega Flex, Inc.",NAS,OFLX,High ESG Risk,31.8
"Omega Healthcare Investors, Inc.",NYS,OHI,Low ESG Risk,18.1
OMERS Administration Corp.,-,,Medium ESG Risk,23.9
OMERS Realty Corp.,-,,Medium ESG Risk,22.2
Omni Bridgeway Ltd.,ASX,OBL,Medium ESG Risk,25.6
Omnia Holdings Ltd.,JSE,OMN,Low ESG Risk,16.4
"Omnicell, Inc.",NAS,OMCL,Low ESG Risk,16.5
"Omnicom Group, Inc.",NYS,OMC,Low ESG Risk,16.3
OMRON Corp.,TKS,6645,Low ESG Risk,16.8
OMV AG,WBO,OMV,Medium ESG Risk,27.6
OMV Petrom SA,BSE,SNP,Medium ESG Risk,24.4
On Holding AG,NYS,ONON,Low ESG Risk,15.3
ON Semiconductor Corp.,NAS,ON,Medium ESG Risk,22.6
"ON24, Inc.",NYS,ONTF,Medium ESG Risk,20.5
Oncoclínicas do Brasil Serviços Médicos SA,BSP,ONCO3,Medium ESG Risk,24.2
Oncopeptides AB,OME,ONCO,High ESG Risk,30.9
Oncor Electric Delivery Co. LLC,-,,Low ESG Risk,15.3
"Ondas Holdings, Inc.",NAS,ONDS,Medium ESG Risk,27.6
One 97 Communications Ltd.,BOM,543396,Medium ESG Risk,23.2
"ONE Gas, Inc.",NYS,OGS,Medium ESG Risk,28.6
"One Liberty Properties, Inc.",NYS,OLP,Medium ESG Risk,22.8
"One REIT, Inc.",TKS,3290,Medium ESG Risk,20.2
One Software Technologies Ltd.,TAE,ONE,Medium ESG Risk,23
One United Properties SA,BSE,ONE,Medium ESG Risk,20
OneConnect Financial Technology Co. Ltd.,HKG,6638,Medium ESG Risk,28.3
"OneMain Holdings, Inc.",NYS,OMF,Low ESG Risk,14.2
"Oneness Biotech Co., Ltd.",ROCO,4743,Medium ESG Risk,22.4
"ONEOK, Inc.",NYS,OKE,Medium ESG Risk,25.2
"OneSpan, Inc.",NAS,OSPN,Medium ESG Risk,22.7
OneSpaWorld Holdings Ltd.,NAS,OSW,Medium ESG Risk,21
"OneWater Marine, Inc.",NAS,ONEW,Low ESG Risk,17.9
ONEX Corp.,TSE,ONEX,Medium ESG Risk,23.7
ONGC Videsh Ltd.,-,,Severe ESG Risk,49.3
"Ono Pharmaceutical Co., Ltd.",TKS,4528,Medium ESG Risk,25.8
"Onoken Co., Ltd.",TKS,7414,Severe ESG Risk,49
Ontario Electricity Financial Corp.,-,,High ESG Risk,34.3
Ontario Infrastructure Projects Corp.,-,,Severe ESG Risk,42.6
Ontario Pension Board,-,,Medium ESG Risk,24.7
"Ontario Power Generation, Inc.",-,,Low ESG Risk,15.8
Ontario Teachers' Cadillac Fairview Properties Trust,-,,Low ESG Risk,15.7
Ontex Group NV,BRU,ONTEX,Medium ESG Risk,21.3
"Onto Innovation, Inc.",NYS,ONTO,Low ESG Risk,19.6
"Onward Holdings Co., Ltd.",TKS,8016,Medium ESG Risk,21.8
oOh!media Ltd.,ASX,OML,Low ESG Risk,16.2
"Ooma, Inc.",NYS,OOMA,High ESG Risk,33.6
Ooredoo QPSC,DSMD,ORDS,Medium ESG Risk,29.1
OP Financial Group,-,,Low ESG Risk,15.5
OP-Asuntoluottopankki Oyj,-,,Medium ESG Risk,25.3
OPC Energy Ltd.,TAE,OPCE,Severe ESG Risk,47.4
"Open Door, Inc.",TKS,3926,Medium ESG Risk,28.6
"Open House Group Co., Ltd.",TKS,3288,Medium ESG Risk,22.5
Open Lending Corp.,NAS,LPRO,Medium ESG Risk,24.9
Open Text Corp.,TSE,OTEX,Low ESG Risk,17.6
"Open Up Group, Inc.",TKS,2154,Low ESG Risk,13.8
"Opendoor Technologies, Inc.",NAS,OPEN,Low ESG Risk,10.9
Openjobmetis SpA,MIL,OJM,Negligible ESG Risk,9.6
Operadora de Servicios Mega SA de CV,-,,Medium ESG Risk,26.9
"OPKO Health, Inc.",NAS,OPK,High ESG Risk,31.7
Oportun Financial Corp.,NAS,OPRT,Medium ESG Risk,23.3
"Oppein Home Group, Inc.",SHG,603833,Low ESG Risk,18
"Oppenheimer Holdings, Inc.",NYS,OPY,High ESG Risk,36.4
"Opple Lighting Co., Ltd.",SHG,603515,Medium ESG Risk,25.9
"OPTEX GROUP Co., Ltd.",TKS,6914,Low ESG Risk,17.6
Opthea Ltd.,ASX,OPT,Medium ESG Risk,25.2
OPTiM Corp.,TKS,3694,Medium ESG Risk,25.7
OptimizeRx Corp.,NAS,OPRX,Medium ESG Risk,23.2
"Option Care Health, Inc.",NAS,OPCH,Medium ESG Risk,25.5
"OPTORUN Co., Ltd.",TKS,6235,High ESG Risk,30.4
OPUS GLOBAL Nyrt.,BUD,OPUS,High ESG Risk,38.6
Oracle Corp Japan,TKS,4716,Low ESG Risk,19.2
Oracle Corp.,NYS,ORCL,Low ESG Risk,13.9
Oracle Financial Services Software Ltd.,BOM,532466,Low ESG Risk,14.7
Orange Polska SA,WAR,OPL,Medium ESG Risk,21.6
Orange SA,PAR,ORA,Low ESG Risk,17.7
Orano SA,-,,Medium ESG Risk,27.5
Orascom Investment Holding SAE,CAI,OIH,Severe ESG Risk,46.3
"OraSure Technologies, Inc.",NAS,OSUR,Low ESG Risk,17.6
Orazul Energy Perú SA,-,,Severe ESG Risk,44.3
Orbia Advance Corp. SAB de CV,MEX,ORBIA,Medium ESG Risk,20.3
Orbit Capital Plc,-,,Low ESG Risk,15
"Orchid Island Capital, Inc.",NYS,ORC,Low ESG Risk,16.4
Orexo AB,OME,ORX,High ESG Risk,32.2
"ORG Technology Co., Ltd.",SHE,2701,Medium ESG Risk,24.2
"OrganiGram Holdings, Inc.",TSE,OGI,High ESG Risk,34
Organización Soriana SAB de CV,MEX,SORIANAB,Medium ESG Risk,23.1
Organo Corp.,TKS,6368,Medium ESG Risk,29.8
"Organogenesis Holdings, Inc.",NAS,ORGO,Medium ESG Risk,29.9
Organon & Co.,NYS,OGN,High ESG Risk,33.5
Orica Ltd.,ASX,ORI,High ESG Risk,31.7
Orient Corp.,TKS,8585,Medium ESG Risk,28.2
Orient Electric Ltd.,BOM,541301,High ESG Risk,30.1
"Orient Group, Inc.",SHG,600811,Severe ESG Risk,49.8
"Orient Securities Co., Ltd.",HKG,3958,Medium ESG Risk,28.7
Orient Semiconductor Electronics Ltd.,TAI,2329,Medium ESG Risk,28.2
"Oriental Energy Co., Ltd.",SHE,2221,Severe ESG Risk,54.4
Oriental Holdings Bhd.,KLS,4006,Medium ESG Risk,26.2
"Oriental Land Co., Ltd.",TKS,4661,Medium ESG Risk,23
Oriental Shiraishi Corp.,TKS,1786,High ESG Risk,38.7
Oriental Union Chemical Corp.,TAI,1710,Medium ESG Risk,28.1
Oriflame Holding Ltd.,-,,Medium ESG Risk,23.6
"Origin Bancorp, Inc.",NYS,OBK,High ESG Risk,30.6
Origin Energy Ltd.,ASX,ORG,High ESG Risk,37
Origin Enterprises Plc,DUB,OIZ,Low ESG Risk,13.4
"Origin Materials, Inc.",NAS,ORGN,High ESG Risk,32.4
Origin Property PCL,BKK,ORI,Medium ESG Risk,22.6
"Original Wempi, Inc.",-,,Medium ESG Risk,20.2
Oriola Corp.,HEL,OKDBV,Negligible ESG Risk,8.8
ORION Corp.,KRX,271560,Severe ESG Risk,43.1
Orion Engineered Carbons SA,NYS,OEC,Medium ESG Risk,27.1
ORION Holdings Corp. (Korea),KRX,1800,Severe ESG Risk,42.9
"Orion Office REIT, Inc.",NYS,ONL,Medium ESG Risk,20.5
Orion Oyj,HEL,ORNBV,Medium ESG Risk,23.7
ORIOR AG,SWX,ORON,Medium ESG Risk,25.7
ORIX Corp.,TKS,8591,Medium ESG Risk,20.5
"ORIX JREIT, Inc.",TKS,8954,Negligible ESG Risk,9.7
Orkla ASA,OSL,ORK,Low ESG Risk,18.1
Orla Mining Ltd.,TSE,OLA,Severe ESG Risk,44.6
"Ormat Technologies, Inc.",NYS,ORA,Low ESG Risk,16.2
"oRo Co., Ltd.",TKS,3983,Medium ESG Risk,21
Orora Ltd.,ASX,ORA,Medium ESG Risk,21.6
Orpea SA,PAR,ORP,High ESG Risk,30.7
Orrön Energy AB,OME,ORRON,High ESG Risk,36.1
"Orrstown Financial Services, Inc.",NAS,ORRF,High ESG Risk,37.3
"Orthofix Medical, Inc.",NAS,OFIX,High ESG Risk,31
OrthoPediatrics Corp.,NAS,KIDS,Medium ESG Risk,21.3
Ortivus AB,OME,ORTI.B,Medium ESG Risk,27.1
"Osaka Gas Co., Ltd.",TKS,9532,High ESG Risk,37.3
Osaka Organic Chemical Industry Ltd.,TKS,4187,High ESG Risk,33.5
"OSAKA SODA CO., LTD.",TKS,4046,High ESG Risk,38.5
"OSAKA STEEL CO., LTD.",TKS,5449,Severe ESG Risk,42.8
"OSAKA Titanium Technologies Co., Ltd.",TKS,5726,Severe ESG Risk,44.8
"Osaki Electric Co., Ltd.",TKS,6644,Low ESG Risk,16.7
